id,bad,wealth,max_unpay_day,score,age,period,education
1833,0,8,,437,26,6,4
1834,0,3,,362,30,6,4
1835,0,6,,311,26,6,
1836,0,5,208,223,22,6,3
1837,0,3,,357,28,10,
1838,0,5,,321,33,4,2
1839,0,2,,209,23,6,2
1840,0,3,,268,25,6,3
1841,0,5,,289,26,10,4
1842,0,1,200,217,25,10,1
1843,0,6,,324,27,6,4
1844,0,3,,305,34,6,4
1845,0,4,,143,30,,4
1846,0,9,188,260,27,10,2
1847,0,2,,263,25,10,2
1848,0,4,,307,26,6,4
1849,0,6,,339,35,6,5
1850,0,4,,334,31,,4
1851,0,8,,430,41,,4
1852,0,3,,265,22,6,
1853,0,4,,248,24,6,4
1854,0,4,,348,26,6,4
1855,0,6,,400,26,6,4
1856,0,7,,395,23,6,
1857,0,4,,317,24,6,4
1858,0,3,,288,24,10,4
1859,0,7,,432,25,10,3
1860,0,7,,272,24,10,2
1861,0,5,,378,29,6,
1862,0,6,,334,23,6,4
1863,0,3,,234,29,,2
1864,0,4,,259,31,6,5
1865,0,4,,243,29,6,1
1866,0,4,171,304,28,,3
1867,0,4,,284,27,6,3
1868,0,1,,208,27,10,2
1869,0,7,,367,28,10,4
1870,0,6,,300,26,6,
1871,0,3,,257,22,6,2
1872,0,1,,224,26,6,1
1873,0,3,,384,29,6,4
1874,0,7,,286,26,6,2
1875,0,6,,282,28,6,2
1876,0,4,,237,31,,4
1877,0,2,,282,25,10,
1878,0,7,,271,32,,2
1879,1,3,,0,21,6,
1880,0,5,,278,23,6,2
1881,0,7,,210,29,,5
1882,0,3,,269,23,10,4
1883,0,6,,341,30,,
1884,0,5,,375,30,6,3
1885,0,8,,322,24,6,
1886,0,7,171,240,28,6,4
1887,0,3,,251,23,6,1
1888,0,3,,284,29,,4
1889,0,3,,301,23,,4
1890,1,2,,231,31,,2
1891,0,4,,330,24,10,3
1892,0,5,,321,31,,1
1893,0,7,,354,32,10,
1894,0,4,171,320,24,10,
1895,0,4,,317,44,,4
1896,1,2,,232,23,6,1
1897,0,4,,344,29,10,
1898,0,3,,265,23,10,4
1899,1,,200,0,23,10,
1900,0,5,,321,35,,4
1901,0,4,,352,36,10,4
1902,0,5,,379,24,6,5
1903,0,5,,314,27,6,5
1904,0,5,,218,26,10,4
1905,0,7,,316,25,6,3
1906,0,3,,268,30,6,2
1907,0,4,,309,28,6,
1908,0,4,,341,25,10,4
1909,0,5,,369,33,8,4
1910,0,5,,330,27,10,4
1911,0,4,,334,29,4,4
1912,0,4,,369,26,6,4
1913,0,4,,372,32,6,2
1914,0,4,,382,28,10,3
1915,1,3,,318,28,10,4
1916,0,2,171,210,35,4,4
1917,0,3,,286,30,6,4
1918,0,4,,231,29,10,
1919,0,3,,264,23,6,4
1920,0,5,,257,24,6,2
1921,0,4,,345,30,6,4
1922,0,2,,205,28,10,2
1923,0,5,,370,30,6,
1924,0,4,,313,27,6,5
1925,0,5,,431,27,6,4
1926,0,2,,272,21,6,2
1927,0,3,,293,30,10,4
1928,0,4,,417,30,6,4
1929,0,6,,294,23,6,3
1930,0,4,,347,28,,4
1931,0,8,,341,21,6,3
1932,0,4,,320,30,6,
1933,0,5,,252,22,6,
1934,0,4,,358,25,6,4
1935,0,7,,315,23,6,3
1936,0,5,,330,27,6,4
1937,0,5,,237,27,6,2
1938,0,3,,294,35,10,4
1939,0,5,,340,24,6,4
1940,0,2,,226,22,6,3
1941,0,4,,318,28,,4
1942,0,4,,298,27,10,3
1943,0,5,,259,30,,2
1944,0,8,,338,21,10,3
1945,0,10,,304,23,6,2
1946,0,4,,352,26,,4
1947,0,5,,349,26,,5
1948,0,4,,326,30,6,3
1949,0,3,,301,28,6,4
1950,0,5,,339,30,6,4
1951,0,4,,356,23,6,2
1952,0,6,,292,26,6,4
1953,0,4,,327,26,6,4
1954,0,3,184,209,24,,2
1955,0,3,,301,25,6,
1956,0,5,,361,28,6,4
1957,0,3,,328,23,6,2
1958,0,8,,305,26,6,4
1959,0,8,,322,28,10,3
1960,0,5,171,300,26,10,
1961,0,5,,358,25,6,4
1962,0,6,208,262,25,10,2
1963,0,4,,276,39,,5
1964,0,5,,341,24,6,4
1965,1,6,,252,23,10,4
1966,0,5,,297,27,10,
1967,0,,33,188,26,,5
1968,0,3,,259,25,10,
1969,0,3,,367,28,10,
1970,0,4,,294,31,6,4
1971,1,5,,290,26,6,
1972,0,4,,234,23,6,
1973,0,3,,301,24,6,4
1974,0,5,,283,25,6,4
1975,0,5,,262,28,6,2
1976,0,3,,212,24,6,3
1977,0,4,,324,30,10,4
1978,0,4,,261,25,6,4
1979,0,5,,253,20,4,
1980,0,3,188,201,23,6,2
1981,0,5,,280,26,,4
1982,1,3,193,224,24,10,
1983,0,5,,286,22,6,2
1984,0,2,,270,35,,4
1985,0,5,,387,22,6,2
1986,0,6,,382,30,4,3
1987,0,4,,334,29,6,4
1988,0,2,,210,23,6,1
1989,0,6,,293,25,,5
1990,0,4,,334,21,6,2
1991,0,4,,330,33,,4
1992,0,8,,432,27,6,4
1993,0,6,,369,23,6,3
1994,0,,,208,25,6,4
1995,0,4,,354,28,6,4
1996,0,4,,299,35,,4
1997,0,5,,286,30,6,
1998,0,9,,262,34,,
1999,0,3,,311,29,6,5
2000,0,4,,360,27,10,4
2001,0,3,,306,27,6,5
2002,0,6,,376,26,6,4
2003,0,3,,327,27,10,4
2004,0,3,,249,26,6,2
2005,0,4,,214,24,10,
2006,0,6,,361,31,6,2
2007,0,7,,369,28,6,5
2008,1,,86,205,25,10,2
2009,1,5,,381,24,6,5
2010,0,3,,275,31,6,4
2011,0,3,,355,30,6,4
2012,0,8,,349,34,,
2013,0,5,,342,25,6,3
2014,0,3,,197,21,6,
2015,0,5,,330,26,10,4
2016,0,4,,399,29,10,
2017,0,6,,330,29,6,4
2018,0,4,,246,24,6,
2019,0,5,,362,27,6,4
2020,0,6,,316,26,10,4
2021,0,3,,322,26,6,2
2022,0,5,,369,27,10,4
2023,0,4,,314,31,6,4
2024,0,4,,345,25,10,4
2025,0,4,,289,24,6,4
2026,0,4,,342,27,6,4
2027,0,6,,275,22,6,3
2028,0,5,,330,26,10,4
2029,0,7,,278,24,6,2
2030,0,2,,218,33,,
2031,0,6,,332,28,6,4
2032,0,5,,412,25,6,3
2033,0,4,,268,32,10,2
2034,0,3,,278,31,6,3
2035,0,4,,308,23,6,4
2036,0,7,,278,49,,4
2037,0,4,171,288,23,6,3
2038,0,4,,395,33,10,2
2039,1,1,204,230,25,10,
2040,0,4,,313,40,,4
2041,0,4,,278,23,6,
2042,0,3,,317,30,4,4
2043,0,1,,227,34,10,4
2044,0,2,,219,23,6,4
2045,1,5,,350,30,6,4
2046,0,5,,256,28,6,2
2047,0,3,,259,25,10,2
2048,0,6,184,247,25,10,
2049,1,3,,274,27,6,2
2050,0,8,,418,24,,4
2051,0,3,,251,33,6,4
2052,0,3,,312,30,6,1
2053,1,5,,353,32,,
2054,0,,,196,25,6,5
2055,0,4,,337,27,4,4
2056,0,3,,315,29,6,4
2057,0,5,,265,25,,4
2058,0,6,,329,30,6,3
2059,0,2,,320,23,6,2
2060,0,4,,326,24,6,2
2061,0,6,,367,30,6,2
2062,0,5,,298,22,6,4
2063,0,1,,0,28,6,2
2064,0,4,,237,29,10,3
2065,1,6,200,217,23,10,2
2066,0,8,,440,33,6,4
2067,0,4,,332,32,6,3
2068,0,5,184,227,24,10,
2069,0,7,,313,30,6,2
2070,0,2,,302,34,,4
2071,0,4,,394,26,10,4
2072,0,5,,368,30,6,4
2073,0,5,,333,23,6,4
2074,0,4,,273,28,,4
2075,0,5,,368,26,6,
2076,0,5,,318,26,6,
2077,0,8,,268,29,,3
2078,0,,,195,29,,5
2079,0,8,,284,22,6,1
2080,0,5,,350,24,6,2
2081,0,8,,376,32,4,3
2082,0,6,,307,21,6,
2083,0,6,,325,24,6,4
2084,0,9,,334,27,6,2
2085,0,6,,199,25,6,
2086,0,3,,348,24,6,4
2087,0,4,,353,29,10,4
2088,0,5,,287,28,6,2
2089,0,6,,342,30,6,4
2090,0,4,,333,25,6,3
2091,0,5,,325,27,6,
2092,0,5,,329,29,6,4
2093,0,2,,0,27,,
2094,0,6,,343,30,10,2
2095,0,10,,290,22,6,1
2096,0,4,,314,34,,5
2097,0,4,,332,26,6,5
2098,1,3,,258,32,,4
2099,1,3,,303,23,6,
2100,0,6,171,342,47,,2
2101,0,4,,344,25,6,4
2102,0,4,,251,33,4,4
2103,0,4,,310,27,,5
2104,0,4,171,270,33,6,2
2105,0,3,,326,28,4,2
2106,0,4,,337,30,6,4
2107,0,3,,305,28,10,4
2108,0,4,,343,26,,5
2109,0,3,193,228,25,10,2
2110,0,4,,336,26,6,
2111,0,4,,348,27,6,4
2112,0,5,,357,27,6,4
2113,0,3,,333,28,10,4
2114,0,6,204,238,28,10,4
2115,0,4,,311,27,,4
2116,0,5,,286,36,,5
2117,0,2,,284,25,,4
2118,0,6,,331,29,6,2
2119,0,4,,305,29,10,4
2120,0,3,,256,21,6,2
2121,0,6,,253,27,6,1
2122,0,4,,340,27,6,4
2123,0,4,,290,28,6,2
2124,0,4,,313,26,6,4
2125,0,5,,324,29,4,4
2126,0,6,,407,31,6,4
2127,0,1,200,230,27,10,3
2128,0,4,,246,31,10,4
2129,0,5,,335,30,10,4
2130,1,4,,254,32,6,
2131,0,4,,308,28,4,4
2132,0,4,,378,42,10,4
2133,0,4,,210,25,6,
2134,0,4,,374,25,6,4
2135,1,7,,247,23,6,
2136,0,3,,299,25,4,4
2137,0,4,,325,26,6,4
2138,0,8,,278,25,6,3
2139,0,6,,264,20,6,4
2140,0,5,,233,21,,4
2141,1,2,,219,26,10,2
2142,0,4,,366,25,10,4
2143,0,6,,202,21,6,
2144,0,6,,316,27,,
2145,0,3,,352,23,6,4
2146,0,5,201,245,26,10,2
2147,0,4,,299,34,,4
2148,0,3,,322,27,6,4
2149,0,4,,338,28,10,4
2150,0,3,,305,25,6,4
2151,0,3,,274,32,,3
2152,0,4,,359,27,6,4
2153,0,8,,299,27,10,3
2154,0,5,,279,26,10,
2155,0,4,,337,24,10,4
2156,0,2,,336,27,10,4
2157,0,5,,209,22,6,2
2158,0,7,,292,22,6,3
2159,0,3,,346,30,,5
2160,0,3,,306,28,6,4
2161,0,4,,406,26,6,3
2162,0,2,,212,21,6,4
2163,0,4,,277,32,6,4
2164,0,3,,269,28,6,4
2165,0,7,,262,22,6,2
2166,0,3,,338,33,6,
2167,0,5,,265,25,6,3
2168,0,4,,299,26,,2
2169,0,4,,312,23,,
2170,0,2,,243,31,10,4
2171,0,3,,296,27,6,4
2172,0,3,171,331,23,6,
2173,1,,,193,27,6,2
2174,0,6,,262,37,,4
2175,0,3,,248,26,6,1
2176,0,3,,281,30,,4
2177,0,3,,322,36,4,4
2178,0,5,,364,26,10,4
2179,0,4,,275,23,6,1
2180,0,4,171,202,23,6,3
2181,0,3,,270,29,10,4
2182,0,8,,380,30,,3
2183,0,2,,348,33,10,4
2184,0,7,,305,26,10,4
2185,0,8,,324,26,10,
2186,0,3,208,214,23,10,2
2187,0,2,188,228,22,10,3
2188,0,4,,326,38,6,4
2189,0,,,204,27,6,5
2190,0,5,,326,26,6,5
2191,0,4,,325,23,6,
2192,0,4,171,256,28,,2
2193,0,2,,239,23,10,
2194,0,5,,364,31,10,4
2195,1,5,188,234,23,10,3
2196,0,2,171,276,29,10,2
2197,0,4,,284,27,6,4
2198,0,3,,242,37,,4
2199,0,5,,336,23,6,
2200,0,5,,337,23,6,4
2201,1,2,,266,21,6,2
2202,0,14,184,237,22,10,3
2203,0,4,,220,22,6,
2204,0,6,171,315,28,,
2205,0,4,,342,36,8,4
2206,0,9,,332,29,,4
2207,0,7,171,346,30,4,2
2208,0,8,,306,26,10,3
2209,0,3,,274,32,10,2
2210,0,6,,288,26,10,2
2211,0,,,0,31,6,4
2212,0,7,,254,32,10,2
2213,0,4,,260,35,,2
2214,0,11,,208,24,10,
2215,0,6,,302,33,,3
2216,0,3,,208,24,10,
2217,0,5,,309,26,,3
2218,0,7,,374,24,6,2
2219,0,4,,276,41,,4
2220,0,7,,293,32,,3
2221,0,1,,243,22,6,2
2222,0,3,,205,24,10,
2223,0,8,,318,28,10,4
2224,0,3,,196,21,6,
2225,0,6,,305,26,10,4
2226,0,4,,330,25,6,4
2227,1,7,,305,24,6,3
2228,1,3,,283,23,6,4
2229,0,4,,306,32,10,2
2230,0,4,,296,37,10,4
2231,0,3,,326,26,10,4
2232,0,7,,279,24,6,
2233,0,8,,273,28,,
2234,0,9,,374,24,6,3
2235,0,5,,366,25,,4
2236,0,5,,393,30,6,
2237,0,6,,299,24,6,4
2238,0,11,,293,35,,2
2239,0,4,,332,32,6,3
2240,0,6,,394,42,,5
2241,0,4,171,321,32,8,2
2242,0,4,,319,26,,2
2243,0,3,,282,25,10,1
2244,0,6,,253,43,,4
2245,0,2,,207,22,10,
2246,0,4,,334,29,6,4
2247,0,3,171,265,28,6,4
2248,0,3,,289,26,,4
2249,0,5,,391,35,6,
2250,0,4,171,306,33,6,
2251,0,4,,284,22,6,
2252,0,6,208,208,32,,2
2253,1,1,,215,33,4,
2254,0,3,,255,27,10,4
2255,0,4,,334,31,6,4
2256,0,3,,284,26,10,4
2257,0,3,,316,25,10,
2258,0,5,,350,28,,4
2259,0,11,,301,25,10,2
2260,0,4,,381,25,6,2
2261,0,5,,309,27,10,4
2262,0,3,,216,26,10,4
2263,0,3,188,231,22,6,4
2264,0,6,,330,34,4,3
2265,0,3,,264,27,,4
2266,0,3,,273,26,6,3
2267,0,5,,300,25,10,
2268,0,2,,260,20,6,2
2269,0,3,,222,24,6,4
2270,0,6,,283,26,6,2
2271,0,6,,314,39,6,3
2272,0,6,,338,22,6,3
2273,0,5,,380,30,10,3
2274,0,4,,343,30,6,4
2275,0,2,,349,30,10,4
2276,0,7,,323,35,8,3
2277,0,3,188,210,24,6,
2278,0,7,,346,26,6,2
2279,0,6,,398,31,6,2
2280,1,4,,307,28,,4
2281,0,3,,283,27,10,
2282,0,5,,364,25,10,3
2283,0,6,,293,32,6,2
2284,0,5,,303,33,,4
2285,0,4,171,310,25,6,
2286,0,3,,259,30,,2
2287,0,3,,255,29,6,4
2288,0,3,,216,22,6,4
2289,0,6,,319,24,10,4
2290,0,3,,316,27,6,4
2291,0,3,,376,25,10,
2292,0,3,,244,24,10,3
2293,0,5,,385,29,10,4
2294,0,5,,369,28,6,4
2295,0,7,,286,25,6,4
2296,0,6,,300,26,,4
2297,0,4,,310,30,,4
2298,0,3,,294,37,,4
2299,0,3,,322,23,6,2
2300,0,4,,270,28,6,4
2301,0,5,,228,43,,5
2302,0,2,,233,24,6,1
2303,1,,,0,30,10,4
2304,0,4,,235,23,6,2
2305,0,5,,324,34,6,4
2306,0,4,,321,25,6,3
2307,0,4,,320,50,,5
2308,0,4,,290,32,6,4
2309,0,2,,216,25,10,1
2310,0,3,,337,26,6,4
2311,0,3,,381,35,10,5
2312,0,6,,291,38,10,4
2313,0,1,,194,22,6,2
2314,1,3,,280,37,,4
2315,0,3,,274,23,6,2
2316,0,5,,196,26,6,2
2317,0,4,,261,22,6,2
2318,0,4,,318,26,,4
2319,0,3,,311,27,10,2
2320,0,2,,206,23,6,
2321,0,5,,296,27,10,4
2322,0,2,188,214,22,10,2
2323,0,5,,348,25,,4
2324,0,3,,183,22,,
2325,0,4,,305,30,8,
2326,0,7,,257,22,6,2
2327,0,3,,285,38,,4
2328,0,4,,220,36,10,4
2329,0,7,,388,29,6,4
2330,0,5,,338,25,10,
2331,0,5,,277,24,6,4
2332,0,4,,273,38,,3
2333,0,5,,286,28,10,4
2334,0,3,,330,27,10,4
2335,0,6,,212,32,6,4
2336,0,5,,369,33,6,
2337,0,5,,370,36,,4
2338,0,3,,316,24,10,4
2339,0,6,,316,28,10,4
2340,0,6,,362,26,6,4
2341,0,4,,255,31,,5
2342,0,6,,232,32,4,4
2343,0,5,184,233,29,10,2
2344,0,6,,289,22,6,
2345,0,3,,213,28,6,4
2346,0,5,,308,26,6,4
2347,0,5,,354,45,,2
2348,0,7,,209,22,6,2
2349,0,4,,373,30,6,2
2350,0,3,,304,23,,4
2351,0,4,,360,29,6,4
2352,0,4,,333,24,10,1
2353,0,6,,324,26,6,3
2354,0,3,,338,23,6,
2355,0,3,,214,26,10,2
2356,0,1,200,208,23,10,2
2357,0,4,,390,22,6,
2358,0,9,193,231,24,10,3
2359,0,6,171,232,29,,3
2360,0,5,,358,32,6,4
2361,0,7,171,261,27,6,4
2362,0,5,,280,24,,5
2363,0,4,,363,29,10,4
2364,0,3,,356,28,10,4
2365,0,5,,251,28,,2
2366,0,6,,260,31,6,
2367,0,5,208,260,27,10,2
2368,0,6,,307,23,6,3
2369,0,4,,339,27,6,4
2370,0,4,,346,24,6,2
2371,1,2,,197,22,6,
2372,0,3,,337,28,6,4
2373,0,7,,367,24,10,5
2374,0,4,,316,27,6,
2375,0,2,,290,29,6,2
2376,0,5,,239,22,6,2
2377,0,2,,302,29,10,4
2378,0,6,,376,28,10,3
2379,0,5,,331,24,,5
2380,0,3,,309,33,4,4
2381,1,,,195,21,6,4
2382,0,2,,327,32,,3
2383,0,3,,276,29,,2
2384,1,,,0,23,6,1
2385,0,4,,236,24,10,4
2386,0,10,,416,30,10,2
2387,0,2,,285,26,10,4
2388,0,3,,271,23,6,
2389,0,2,,281,29,10,4
2390,0,8,,384,29,6,
2391,0,10,,243,22,6,
2392,0,5,,363,26,6,4
2393,0,4,,348,31,10,4
2394,0,4,,249,27,10,4
2395,0,5,,0,26,6,4
2396,0,7,,354,27,6,4
2397,0,5,,325,30,10,3
2398,0,8,,329,25,6,4
2399,1,5,,271,23,6,
2400,0,6,,422,26,6,4
2401,0,4,,309,26,10,4
2402,0,3,,320,31,,4
2403,0,4,,331,23,6,2
2404,1,4,,329,28,,4
2405,0,4,,305,34,6,5
2406,0,3,,255,23,6,4
2407,0,4,,308,32,,4
2408,0,5,208,205,27,10,2
2409,0,3,,248,23,6,3
2410,0,4,,232,22,6,3
2411,0,5,,314,38,4,5
2412,0,3,,237,32,4,5
2413,1,2,208,0,22,10,1
2414,0,5,,310,25,6,4
2415,0,5,,396,27,6,2
2416,0,5,,327,32,4,5
2417,1,3,,251,27,6,
2418,0,5,,311,26,10,4
2419,0,6,,251,24,,
2420,1,,,227,22,6,4
2421,0,3,,345,31,6,4
2422,0,8,,315,26,6,
2423,0,4,,336,25,10,4
2424,0,6,,360,33,,4
2425,0,9,,367,26,,
2426,0,4,,330,25,6,4
2427,0,4,,276,22,6,4
2428,0,3,,316,37,4,4
2429,0,4,,353,25,4,
2430,0,3,,281,34,4,3
2431,0,4,,329,50,,4
2432,0,4,,268,24,,4
2433,0,4,,283,39,6,4
2434,0,6,,437,38,6,4
2435,0,4,,321,32,10,2
2436,1,7,,246,22,6,3
2437,0,3,,320,27,6,4
2438,1,6,171,310,28,6,2
2439,0,3,,240,29,10,2
2440,0,3,,313,31,10,4
2441,0,6,,350,23,6,3
2442,0,4,171,309,27,6,3
2443,1,5,,315,23,10,5
2444,0,6,,360,27,10,4
2445,0,4,,349,28,6,4
2446,0,3,,250,31,6,1
2447,1,3,,337,30,6,4
2448,0,4,,258,37,10,4
2449,0,5,,344,33,6,3
2450,0,7,,339,32,,4
2451,0,8,,283,23,6,1
2452,0,4,,300,45,,4
2453,1,11,,358,24,6,2
2454,1,5,,256,24,10,4
2455,0,8,,277,23,6,2
2456,0,5,,314,25,6,4
2457,0,9,,360,25,4,4
2458,1,6,,215,33,,
2459,0,3,,274,24,6,4
2460,0,10,,405,32,6,2
2461,0,6,,294,24,6,2
2462,0,3,208,205,22,10,2
2463,0,5,,193,22,6,2
2464,0,6,,313,27,10,2
2465,0,7,,197,25,6,
2466,0,7,,238,30,,4
2467,0,2,,261,34,,4
2468,0,4,,301,28,6,4
2469,0,4,,346,30,,4
2470,0,5,,359,28,,
2471,0,4,,312,40,,4
2472,0,3,,292,28,6,4
2473,0,4,,295,28,6,2
2474,0,3,,330,22,6,4
2475,0,4,,390,30,6,4
2476,0,3,,341,33,4,4
2477,0,1,208,205,24,10,2
2478,0,5,,315,29,,5
2479,0,7,,359,24,6,
2480,0,4,,332,23,6,2
2481,0,4,,388,26,10,4
2482,0,5,171,322,28,6,2
2483,0,6,,336,41,,4
2484,0,3,,282,24,6,4
2485,0,2,,293,27,6,1
2486,0,3,,286,24,,4
2487,0,8,,305,26,6,
2488,0,4,,309,28,6,5
2489,0,2,,309,24,10,3
2490,0,7,,287,22,6,2
2491,0,6,,352,28,10,
2492,0,5,,228,24,10,4
2493,0,3,,271,24,6,2
2494,0,4,,364,31,10,4
2495,0,3,,290,30,6,4
2496,0,3,,302,34,,4
2497,0,,188,193,22,6,2
2498,0,5,,249,27,6,2
2499,0,4,,198,28,,4
2500,0,4,,304,27,6,2
2501,0,4,,262,29,6,4
2502,0,10,,397,31,10,4
2503,0,3,,282,25,6,1
2504,0,4,,321,39,,5
2505,0,4,,253,28,,4
2506,0,7,,364,31,8,4
2507,0,5,,291,25,6,2
2508,0,4,,285,27,,5
2509,0,5,,333,32,10,4
2510,0,3,,283,25,10,4
2511,0,4,,346,28,10,2
2512,0,5,,341,26,6,4
2513,0,4,201,242,22,10,2
2514,0,6,204,231,30,10,3
2515,0,5,,298,25,10,2
2516,0,6,188,220,29,10,2
2517,0,5,,319,32,10,4
2518,0,7,,450,29,6,5
2519,0,5,,328,29,10,
2520,1,5,,267,26,,4
2521,0,3,,341,35,6,
2522,0,3,,301,38,,4
2523,0,3,,232,29,10,4
2524,0,5,,375,34,8,4
2525,0,6,,375,26,6,4
2526,0,4,,335,31,4,4
2527,0,7,,380,25,6,4
2528,0,5,,298,23,6,3
2529,0,3,,299,34,,4
2530,0,4,,286,25,6,4
2531,0,4,,293,34,10,4
2532,0,3,,331,31,8,4
2533,1,,188,193,22,6,3
2534,0,4,,292,26,6,4
2535,0,4,,425,38,8,2
2536,0,3,,308,30,10,4
2537,0,5,,310,31,,
2538,1,4,,242,22,6,1
2539,0,4,,304,24,10,3
2540,0,5,,306,29,,4
2541,0,4,,316,29,6,4
2542,0,3,,314,24,10,3
2543,0,6,,291,24,,
2544,0,5,,322,25,10,2
2545,0,6,,358,23,6,
2546,0,5,,231,24,6,2
2547,0,4,,209,22,6,
2548,0,3,171,306,29,6,2
2549,1,5,,339,27,10,3
2550,0,8,,311,25,6,4
2551,0,3,,247,22,6,4
2552,0,5,,226,30,,5
2553,1,10,,258,27,6,2
2554,0,4,,338,26,10,4
2555,0,6,,332,24,6,2
2556,0,6,,322,23,6,3
2557,0,1,208,228,25,10,2
2558,0,3,,244,24,6,1
2559,0,4,,299,28,6,4
2560,0,3,,290,23,10,
2561,0,5,,270,28,6,4
2562,0,5,,291,26,,4
2563,0,4,,352,25,6,4
2564,0,1,,209,27,6,
2565,0,5,,351,24,10,
2566,0,4,,352,30,,4
2567,0,6,171,331,29,10,2
2568,0,4,,296,37,,4
2569,0,6,,305,23,10,3
2570,0,4,,376,32,6,4
2571,0,6,171,319,26,10,3
2572,0,6,,338,33,4,4
2573,0,7,,385,28,10,4
2574,0,3,,319,26,6,4
2575,1,1,171,204,22,6,3
2576,0,4,,320,26,6,4
2577,0,2,,298,33,,4
2578,0,4,,287,25,6,2
2579,0,3,,308,26,10,4
2580,0,4,,205,26,6,4
2581,0,4,,299,31,8,4
2582,0,8,,333,24,10,5
2583,0,5,,336,24,10,
2584,0,3,,330,31,,4
2585,1,5,,243,22,,3
2586,0,3,171,294,25,6,4
2587,0,3,,266,24,6,
2588,0,3,,269,27,6,4
2589,0,5,,289,23,6,4
2590,0,2,,305,25,6,4
2591,0,4,,369,30,10,4
2592,0,5,,251,33,,
2593,0,6,171,314,24,6,2
2594,0,2,,305,23,6,
2595,0,7,,379,30,8,4
2596,0,5,,275,22,6,
2597,0,9,,367,23,6,2
2598,0,3,,328,25,6,4
2599,0,6,,425,32,8,4
2600,0,3,,283,37,6,
2601,0,2,,215,23,6,2
2602,0,3,,273,23,10,3
2603,1,1,184,225,25,10,3
2604,0,3,,265,27,,4
2605,0,5,,367,27,6,4
2606,0,5,,413,26,10,5
2607,0,3,,258,23,6,4
2608,0,2,,226,22,10,2
2609,0,3,,291,29,4,4
2610,0,5,,251,23,6,2
2611,0,5,,338,26,,5
2612,1,8,201,294,28,10,
2613,0,3,,350,25,6,2
2614,0,6,,300,30,6,4
2615,0,6,,371,33,6,
2616,0,4,,351,27,6,4
2617,0,3,,258,24,6,2
2618,0,3,,268,29,10,3
2619,0,7,,363,26,6,4
2620,0,2,,276,25,6,1
2621,0,5,,336,30,6,4
2622,0,4,,315,30,10,4
2623,1,2,,240,23,6,2
2624,0,4,,357,27,10,4
2625,0,3,,323,31,6,4
2626,0,3,,355,29,6,4
2627,0,6,,347,24,,4
2628,0,5,,202,20,6,2
2629,0,2,,257,23,6,4
2630,0,5,,378,26,6,2
2631,0,4,,221,38,,4
2632,0,3,,339,23,6,1
2633,0,4,,368,25,6,4
2634,0,,,0,38,,4
2635,0,4,,289,27,6,5
2636,0,3,,317,37,,4
2637,0,6,193,239,27,10,3
2638,0,4,,277,25,6,2
2639,0,7,,366,37,,4
2640,0,1,,215,30,6,4
2641,0,4,,200,32,,3
2642,0,3,,341,26,6,4
2643,0,4,188,210,24,6,
2644,0,4,,304,26,6,4
2645,0,4,,399,27,10,
2646,1,3,,260,23,10,
2647,0,4,,333,25,6,4
2648,0,3,,261,23,6,2
2649,1,3,,258,22,6,4
2650,0,8,,304,27,6,4
2651,0,9,,353,35,8,4
2652,0,6,,361,31,,2
2653,0,6,204,257,24,10,2
2654,0,1,,214,28,10,2
2655,0,6,,237,29,4,4
2656,0,3,,276,29,6,3
2657,0,1,,249,40,10,4
2658,0,5,,382,25,6,4
2659,0,4,,334,33,,4
2660,0,2,,286,28,10,4
2661,0,6,,342,21,,2
2662,0,3,193,256,29,6,2
2663,0,6,,390,32,,3
2664,0,3,,292,29,6,2
2665,0,1,,220,31,,4
2666,0,3,,272,26,6,1
2667,0,7,,303,21,6,
2668,0,3,,221,23,6,2
2669,0,5,,288,30,6,4
2670,0,3,,379,32,10,4
2671,0,6,171,353,25,6,2
2672,0,5,,324,22,6,2
2673,0,4,,280,22,6,
2674,0,5,,341,32,,4
2675,0,3,,299,27,6,4
2676,0,5,,292,27,,5
2677,0,6,,400,23,6,
2678,0,3,,329,24,10,4
2679,0,4,188,249,29,6,3
2680,0,5,,304,23,6,
2681,0,7,,242,23,6,
2682,0,4,,338,40,4,
2683,1,4,,294,27,6,2
2684,0,6,,266,33,10,2
2685,0,7,,368,34,,
2686,0,4,,300,41,,5
2687,0,7,,323,24,6,4
2688,0,4,193,251,25,,
2689,0,5,,343,27,6,2
2690,0,5,,311,22,6,2
2691,0,4,,312,26,,
2692,0,3,,239,20,6,
2693,0,4,,349,28,6,
2694,0,5,,276,25,6,
2695,0,4,,367,26,6,4
2696,0,5,208,210,24,10,2
2697,0,5,,350,24,6,4
2698,1,4,,326,29,4,4
2699,0,5,,353,23,10,4
2700,0,6,,367,27,10,4
2701,0,4,,315,27,,
2702,0,3,,284,25,6,5
2703,0,3,,297,32,6,4
2704,0,5,,260,24,6,2
2705,1,3,,252,28,6,4
2706,0,,,196,23,6,
2707,0,5,,404,26,10,3
2708,0,3,,230,26,6,
2709,0,4,,275,34,10,2
2710,0,4,,338,29,6,4
2711,0,,,193,22,6,
2712,0,4,,363,28,10,4
2713,0,4,,323,29,,4
2714,0,4,,297,29,,4
2715,0,4,,309,29,10,4
2716,0,9,,228,23,10,2
2717,0,5,,308,33,6,4
2718,0,4,,290,26,6,2
2719,0,4,,238,26,10,2
2720,0,3,,388,23,6,
